ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
34980,0.106,0.000,0.115,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_waste_stream.py:134(ConcentrationProperty)
2324,0.105,0.000,0.105,0.000,<lambdifygenerated-2>:1(_lambdifygenerated)
2327,0.102,0.000,0.238,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:299(_state_locator)
248377/248369,0.101,0.000,0.704,0.000,{built-in method builtins.next}
171434/171427,0.100,0.000,0.235,0.000,{built-in method builtins.getattr}
48841,0.091,0.000,0.293,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1716(ravel)
9312/4656,0.084,0.000,0.126,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:953(units)
37184,0.082,0.000,0.082,0.000,{method 'flatten' of 'numpy.ndarray' objects}
7456/1072,0.081,0.000,3.361,0.003,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:1029(fallback)
97150,0.079,0.000,0.115,0.000,<frozen importlib._bootstrap>:389(parent)
2325,0.078,0.000,1.184,0.001,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1437(_state_arr2dct)
2325,0.077,0.000,0.183,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:327(_dstate_locator)
48852,0.074,0.000,0.307,0.000,<__array_function__ internals>:2(concatenate)
97745,0.072,0.000,0.205,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\_asarray.py:110(asanyarray)
2324,0.072,0.000,0.258,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:224(dy_dt)
2324,0.066,0.000,0.178,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\lib\function_base.py:4495(insert)
83228/83169,0.063,0.000,0.128,0.000,{built-in method builtins.sorted}
49236,0.062,0.000,0.062,0.000,{method 'ravel' of 'numpy.ndarray' objects}
246507,0.060,0.000,0.060,0.000,{built-in method builtins.hasattr}
48841,0.056,0.000,0.467,0.000,<__array_function__ internals>:2(ravel)
74608,0.056,0.000,1.094,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:362(__ne__)
70328,0.055,0.000,0.056,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:1997(__init__)
23256,0.055,0.000,0.076,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:176(_state_locator)
115569/110676,0.051,0.000,0.060,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:125(__hash__)
34890,0.051,0.000,0.181,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\free_properties\_free_property.py:226(__rmul__)
200913,0.049,0.000,0.049,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:712(args)
62297,0.048,0.000,0.048,0.000,{built-in method builtins.max}
387,0.048,0.000,5.123,0.013,C:\Users\joy_c\anaconda3\lib\site-packages\scipy\integrate\_ivp\rk.py:14(rk_step)
3937/155,0.045,0.000,0.765,0.005,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\printer.py:293(_print)
2324,0.045,0.000,0.067,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1431(_dstate_dct2arr)
813/804,0.044,0.000,0.348,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1188(as_terms)
9397/9280,0.044,0.000,0.083,0.000,{built-in method builtins.sum}
35619,0.044,0.000,0.106,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1478(__hash__)
3408/3147,0.041,0.000,0.075,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\compatibility.py:314(default_sort_key)
592,0.040,0.000,0.089,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\facts.py:499(deduce_all_facts)
36003,0.037,0.000,0.063,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:807(__hash__)
37511,0.037,0.000,0.037,0.000,{method 'update' of 'dict' objects}
97159,0.035,0.000,0.035,0.000,{method 'rpartition' of 'str' objects}
109351,0.035,0.000,0.035,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\utils\decorators\registered.py:70(ID)
9883/1180,0.034,0.000,3.398,0.003,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:957(_subs)
332/330,0.032,0.000,0.041,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:149(__call__)
165395,0.031,0.000,0.031,0.000,{method 'items' of 'dict' objects}
3543,0.031,0.000,0.031,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\mul.py:1597(_eval_subs)
4648,0.029,0.000,0.043,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\numeric.py:1341(normalize_axis_tuple)
275,0.028,0.000,0.028,0.000,{method 'searchsorted' of 'numpy.ndarray' objects}
2,0.028,0.014,0.028,0.014,{built-in method io.open_code}
2324,0.028,0.000,0.259,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:445(<listcomp>)
2324,0.027,0.000,0.033,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:446(<listcomp>)
7200,0.026,0.000,0.035,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:151(mpf_norm)
3417,0.026,0.000,0.051,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:913(_get_property_cache)
2324,0.025,0.000,0.081,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\numeric.py:1404(moveaxis)
40294,0.025,0.000,0.025,0.000,{built-in method builtins.min}
127103,0.025,0.000,0.025,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\core.py:71(<lambda>)
4652/2326,0.023,0.000,0.033,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:970(unit_path)
18592,0.021,0.000,0.025,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1476(<listcomp>)
6758,0.021,0.000,0.090,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\precedence.py:118(precedence)
1836,0.020,0.000,0.059,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1416(_Frel)
38661,0.019,0.000,0.024,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\facts.py:533(<genexpr>)
275,0.019,0.000,5.167,0.019,C:\Users\joy_c\anaconda3\lib\site-packages\scipy\integrate\_ivp\rk.py:111(_step_impl)
147,0.019,0.000,3.690,0.025,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:764(subs)
1714,0.018,0.000,0.070,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\evalf.py:1425(evalf)
5486,0.018,0.000,0.057,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1191(_new)
51241,0.018,0.000,0.018,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_unit.py:983(outs)
79517,0.017,0.000,0.017,0.000,{method 'append' of 'list' objects}
18592,0.017,0.000,0.017,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1475(<listcomp>)
62822,0.017,0.000,0.017,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:134(_hashable_content)
1,0.017,0.017,0.036,0.036,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\lib\npyio.py:1200(savetxt)
813/804,0.016,0.000,0.405,0.001,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1134(as_ordered_terms)
2324,0.016,0.000,0.016,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:444(<listcomp>)
48841,0.016,0.000,0.016,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\lib\function_base.py:4686(_append_dispatcher)
3414/1838,0.016,0.000,0.103,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\compatibility.py:498(ordered)
2324,0.015,0.000,9.708,0.004,C:\Users\joy_c\anaconda3\lib\site-packages\scipy\integrate\_ivp\base.py:19(fun_wrapped)
4760,0.015,0.000,0.015,0.000,{built-in method numpy.zeros}
6303/6300,0.015,0.000,0.022,0.000,<frozen importlib._bootstrap>:1017(_handle_fromlist)
16908,0.015,0.000,0.089,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\_asarray.py:23(asarray)
16310,0.015,0.000,0.024,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_sanunit.py:297(components)
48852,0.015,0.000,0.015,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
1327/1317,0.014,0.000,0.051,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1031(__new__)
6566/60,0.014,0.000,0.022,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\chemicals\utils.py:147(hash_any_primitive)
17465/16812,0.013,0.000,0.038,0.000,{built-in method builtins.all}
12673,0.013,0.000,0.021,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:2236(__eq__)
48841,0.013,0.000,0.013,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1712(_ravel_dispatcher)
46719,0.013,0.000,0.013,0.000,{method 'get' of 'dict' objects}
8216,0.013,0.000,0.135,0.000,{method 'sum' of 'numpy.ndarray' objects}
70328,0.012,0.000,0.012,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:2048(__iter__)
43049,0.012,0.000,0.013,0.000,{method 'add' of 'set' objects}
150/147,0.011,0.000,0.113,0.001,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\mul.py:178(flatten)
800/150,0.011,0.000,0.753,0.005,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\str.py:48(_print_Add)
2326,0.011,0.000,0.027,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\utils\stream_filters.py:33(streams_from_units)
1714,0.011,0.000,0.221,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:360(__complex__)
15212,0.011,0.000,0.107,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1413(__ne__)
2337,0.011,0.000,0.123,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:626(get_total_flow)
217/157,0.011,0.000,0.319,0.002,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\str.py:248(_print_Mul)
7062,0.011,0.000,0.015,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:113(__new__)
12499,0.011,0.000,0.011,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\facts.py:482(_tell)
2583/5,0.011,0.000,0.018,0.004,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\utilities\lambdify.py:1214(_imp_namespace)
2326,0.011,0.000,0.087,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:994(streams)
3429,0.010,0.000,0.168,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:840(F_vol)
1008,0.010,0.000,0.022,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:1153(to_digits_exp)
1714,0.010,0.000,0.109,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1916(as_real_imag)
11625,0.010,0.000,0.054,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:183(_dstate_locator)
1008,0.010,0.000,0.034,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:1205(to_str)
2326,0.010,0.000,0.010,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\utils\stream_filters.py:34(<listcomp>)
36144/32588,0.010,0.000,0.019,0.000,{built-in method builtins.hash}
21469,0.010,0.000,0.013,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:2282(__hash__)
1564/1414,0.010,0.000,0.041,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\compatibility.py:476(_nodes)
16395,0.009,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\utils\decorators\thermo_user.py:28(chemicals)
1714,0.009,0.000,0.018,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\evalf.py:1332(evalf)
1307,0.009,0.000,0.012,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:410(from_float)
3428,0.009,0.000,0.031,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:674(__float__)
1542/1043,0.009,0.000,0.024,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:189(compare)
2326,0.009,0.000,0.107,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1000(feeds)
9304,0.009,0.000,0.009,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_components.py:486(index)
35070,0.009,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_phase.py:133(phase)
11997,0.009,0.000,0.028,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:2243(__ne__)
217/157,0.008,0.000,0.314,0.002,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\codeprinter.py:454(_print_Mul)
4706,0.008,0.000,0.008,0.000,{method 'reshape' of 'numpy.ndarray' objects}
11620,0.008,0.000,4.665,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_suspended_growth_bioreactor.py:199(ODE)
7760/7614,0.008,0.000,0.114,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\assumptions.py:452(getit)
21,0.008,0.000,0.008,0.000,{built-in method _codecs.charmap_encode}
2326,0.008,0.000,0.008,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\utils\stream_filters.py:66(<listcomp>)
9317,0.008,0.000,0.008,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\units\splitting.py:156(split)
2356,0.008,0.000,0.029,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermo\utils\t_dependent_property.py:1895(T_dependent_property)
1008,0.008,0.000,0.049,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\str.py:668(_print_Float)
2221,0.008,0.000,0.033,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1288(__neg__)
36154/36072,0.008,0.000,0.008,0.000,{built-in method builtins.len}
1714,0.008,0.000,0.016,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1088(key)
2093/924,0.007,0.000,0.638,0.001,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\str.py:31(parenthesize)
2324,0.007,0.000,0.007,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_clarifier.py:442(<listcomp>)
6174,0.007,0.000,0.007,0.000,{method 'update' of 'set' objects}
2324,0.007,0.000,9.715,0.004,C:\Users\joy_c\anaconda3\lib\site-packages\scipy\integrate\_ivp\base.py:136(fun)
277/264,0.007,0.000,0.155,0.001,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\operations.py:46(__new__)
40,0.007,0.000,0.014,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\assumptions.py:526(__init__)
2330,0.007,0.000,0.021,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_waste_stream.py:706(conc)
4656,0.007,0.000,0.007,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:966(<listcomp>)
8216,0.007,0.000,0.123,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\_methods.py:45(_sum)
2529,0.006,0.000,0.068,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:906(<listcomp>)
1440,0.006,0.000,0.013,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\operations.py:94(_from_args)
298,0.006,0.000,0.015,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\mul.py:455(_gather)
3393,0.006,0.000,0.107,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:963(V)
2324,0.006,0.000,0.006,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\_system.py:1432(<listcomp>)
2326,0.006,0.000,0.006,0.000,{method 'intersection_update' of 'set' objects}
2604,0.006,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\symbol.py:229(_sanitize)
4648,0.006,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\core\numeric.py:1391(<listcomp>)
6,0.006,0.001,0.006,0.001,{built-in method io.open}
2443,0.006,0.000,0.006,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:520(_get_flow_name_and_factor)
813,0.006,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1062(_parse_order)
3021,0.006,0.000,0.011,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:64(dps_to_prec)
2326,0.006,0.000,0.016,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\utils\stream_filters.py:71(filter_out_missing_streams)
2324,0.006,0.000,0.092,0.000,<__array_function__ internals>:2(moveaxis)
1999,0.005,0.000,0.007,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:850(gmpy_mpf_mul)
4650,0.005,0.000,0.394,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_bst_units.py:197(_dstate_locator)
3120,0.005,0.000,0.031,0.000,<__array_function__ internals>:2(dot)
7604,0.005,0.000,0.005,0.000,{built-in method gmpy2._mpmath_normalize}
2311,0.005,0.000,0.048,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:699(_eval_subs)
1714,0.005,0.000,0.007,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1077(neg)
2213,0.005,0.000,0.007,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\exprtools.py:212(decompose_power)
842,0.005,0.000,0.032,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermo\volume.py:608(calculate_P)
5,0.005,0.001,0.005,0.001,{built-in method builtins.compile}
710,0.005,0.000,0.046,0.000,{method 'sort' of 'list' objects}
2326,0.005,0.000,0.005,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/biosteam\biosteam\utils\stream_filters.py:72(<listcomp>)
10,0.005,0.000,0.005,0.000,{method 'split' of 're.Pattern' objects}
2330,0.005,0.000,0.012,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_waste_stream.py:701(iconc)
1427,0.005,0.000,0.011,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermo\volume.py:540(calculate)
515,0.005,0.000,0.023,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\power.py:791(_eval_subs)
390,0.005,0.000,0.010,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\numpy\linalg\linalg.py:2362(norm)
2900/2895,0.005,0.000,0.013,0.000,{built-in method builtins.any}
281,0.005,0.000,0.009,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:1792(_exec_constructor_postprocessors)
2324,0.005,0.000,0.188,0.000,<__array_function__ internals>:2(insert)
125,0.005,0.000,0.022,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\add.py:159(flatten)
3330,0.005,0.000,0.023,0.000,{method 'all' of 'numpy.ndarray' objects}
7422,0.005,0.000,0.005,0.000,{built-in method __new__ of type object at 0x00007FFA2777C810}
1180,0.005,0.000,0.013,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\mul.py:842(as_coeff_Mul)
4029,0.005,0.000,0.005,0.000,{built-in method builtins.round}
1836,0.005,0.000,0.064,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\numbers.py:1462(__lt__)
8387,0.004,0.000,0.004,0.000,{built-in method gmpy2.mpz}
2,0.004,0.002,0.004,0.002,{method 'close' of '_io.TextIOWrapper' objects}
3429,0.004,0.000,0.050,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\_stream.py:822(F_mol)
2330,0.004,0.000,0.007,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\_waste_stream.py:150(by_conc)
5650,0.004,0.000,0.006,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:330(from_int)
2717,0.004,0.000,0.008,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\operations.py:406(make_args)
2604,0.004,0.000,0.015,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\symbol.py:261(__new__)
2324,0.004,0.000,0.004,0.000,{method 'transpose' of 'numpy.ndarray' objects}
1504,0.004,0.000,0.004,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\symbol.py:313(_eval_subs)
3428,0.004,0.000,0.007,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:454(to_float)
800,0.004,0.000,0.407,0.001,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\printer.py:338(_as_ordered_terms)
387,0.004,0.000,0.008,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\scipy\integrate\_ivp\rk.py:105(_estimate_error)
2355,0.004,0.000,0.004,0.000,{built-in method numpy.empty}
1414,0.004,0.000,0.025,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\basic.py:1518(count)
182,0.004,0.000,0.050,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermosteam\mixture\ideal_mixture_model.py:56(<listcomp>)
4648,0.004,0.000,0.004,0.000,C:/Users/joy_c/Dropbox/PhD/Research/QSD/codes_developing/QSDsan\qsdsan\sanunits\_bst_units.py:206(ODE)
3195,0.004,0.000,0.004,0.000,{built-in method gmpy2._mpmath_create}
885,0.003,0.000,0.005,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\free_properties\_free_property.py:71(__init__)
1008,0.003,0.000,0.006,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:59(prec_to_dps)
1402,0.003,0.000,0.052,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\printing\precedence.py:79(precedence_Float)
3182,0.003,0.000,0.004,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\thermo\utils\t_dependent_property.py:1763(test_property_validity)
9989,0.003,0.000,0.003,0.000,{method 'extend' of 'list' objects}
436,0.003,0.000,0.056,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\sympy\core\expr.py:1303(args_cnc)
2005,0.003,0.000,0.007,0.000,C:\Users\joy_c\anaconda3\lib\site-packages\mpmath\libmp\libmpf.py:626(mpf_lt)
