ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1734,0.006,0.000,0.021,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1413(_Frel)
10084,0.006,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:153(_normalize)
209,0.006,0.000,0.160,0.001,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\bdf.py:36(solve_bdf_system)
5811/5808,0.006,0.000,0.009,0.000,<frozen importlib._bootstrap>:1017(_handle_fromlist)
1498,0.006,0.000,0.025,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\evalf.py:1425(evalf)
50558,0.006,0.000,0.006,0.000,{method 'get' of 'dict' objects}
5239,0.006,0.000,1.576,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\base.py:19(fun_wrapped)
15731,0.006,0.000,0.009,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_sanunit.py:430(components)
14165,0.005,0.000,0.053,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1410(__ne__)
1596/1446,0.005,0.000,0.009,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\compatibility.py:479(_nodes)
703/694,0.005,0.000,0.145,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1140(as_ordered_terms)
17293/16740,0.005,0.000,0.017,0.000,{built-in method builtins.all}
3156,0.005,0.000,0.040,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:907(<listcomp>)
39147/34826,0.005,0.000,0.010,0.000,{built-in method builtins.hash}
2257/5,0.005,0.000,0.008,0.002,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\utilities\lambdify.py:1239(_imp_namespace)
6918,0.005,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:112(__new__)
146/139,0.005,0.000,0.048,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\mul.py:178(flatten)
437,0.005,0.000,0.008,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\linalg\decomp_lu.py:87(lu_solve)
20820,0.004,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2294(__hash__)
5239,0.004,0.000,0.009,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_abstract.py:337(dy_dt)
10962,0.004,0.000,0.014,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2255(__ne__)
1498,0.004,0.000,0.039,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1922(as_real_imag)
12397,0.004,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\facts.py:482(_tell)
39,0.004,0.000,1.420,0.036,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\common.py:323(_dense_num_jac)
690/140,0.004,0.000,0.272,0.002,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:50(_print_Add)
3231,0.004,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\symbol.py:229(_sanitize)
1498,0.004,0.000,0.079,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:361(__complex__)
902,0.004,0.000,0.012,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:1205(to_str)
902,0.004,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:1153(to_digits_exp)
2808/2094,0.003,0.000,0.017,0.000,{built-in method numpy.core._multiarray_umath.implement_array_function}
5241,0.003,0.000,0.004,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_abstract.py:321(_update_state)
1498,0.003,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\evalf.py:1332(evalf)
2282,0.003,0.000,0.015,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1285(__neg__)
218/158,0.003,0.000,0.108,0.001,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:255(_print_Mul)
30533/30443,0.003,0.000,0.003,0.000,{built-in method builtins.len}
5240,0.003,0.000,0.004,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_abstract.py:325(_update_dstate)
1128/784,0.003,0.000,0.009,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:186(compare)
218/158,0.003,0.000,0.116,0.001,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\codeprinter.py:457(_print_Mul)
15791,0.003,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\utils\decorators\thermo_user.py:28(chemicals)
3231,0.003,0.000,0.010,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\symbol.py:261(__new__)
269/251,0.003,0.000,0.068,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\operations.py:46(__new__)
720/360,0.003,0.000,0.017,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2218(_signature_from_callable)
1242,0.003,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:971(_get_property_cache)
6079/5929,0.003,0.000,0.048,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\assumptions.py:460(getit)
653,0.003,0.000,0.014,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\power.py:799(_eval_subs)
5239,0.003,0.000,0.040,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\sanunits\_clarifier.py:380(<lambda>)
3055,0.003,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:291(from_man_exp)
618,0.003,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\linalg\linalg.py:2362(norm)
360,0.003,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2124(_signature_from_function)
1498,0.003,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1094(key)
6681,0.003,0.000,0.010,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\_asarray.py:23(asarray)
2821,0.003,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:64(dps_to_prec)
902,0.003,0.000,0.017,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:726(_print_Float)
1419,0.003,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\operations.py:94(_from_args)
135/90,0.003,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\utils\t_dependent_property.py:1089(__repr__)
1877/816,0.003,0.000,0.229,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\str.py:33(parenthesize)
288,0.003,0.000,0.006,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\mul.py:455(_gather)
180,0.002,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\bdf.py:18(compute_R)
2389,0.002,0.000,0.023,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:699(_eval_subs)
1691,0.002,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\symbol.py:310(_eval_subs)
22826,0.002,0.000,0.002,0.000,{method 'append' of 'list' objects}
5,0.002,0.000,0.002,0.000,{built-in method builtins.compile}
7916,0.002,0.000,0.002,0.000,{built-in method builtins.max}
2996,0.002,0.000,0.011,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:674(__float__)
123,0.002,0.000,0.011,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\add.py:159(flatten)
565,0.002,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\lib\function_base.py:422(asarray_chkfinite)
1323,0.002,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:410(from_float)
10489,0.002,0.000,0.002,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\biosteam\biosteam\_system.py:989(units)
2938/2931,0.002,0.000,0.009,0.000,{built-in method builtins.any}
7229,0.002,0.000,0.002,0.000,{built-in method __new__ of type object at 0x00007FFBB6D3CC90}
720,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2772(__init__)
1178,0.002,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\mul.py:842(as_coeff_Mul)
1943,0.002,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:884(python_mpf_mul)
1498,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1083(neg)
40,0.002,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\assumptions.py:534(__init__)
275,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:1829(_exec_constructor_postprocessors)
1650,0.002,0.000,0.007,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\utils\t_dependent_property.py:1803(T_dependent_property)
3723,0.002,0.000,0.002,0.000,{built-in method builtins.round}
5292,0.002,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:330(from_int)
1222,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermo\volume.py:540(calculate)
703,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1068(_parse_order)
706,0.002,0.000,0.016,0.000,{method 'sort' of 'list' objects}
2392,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\operations.py:406(make_args)
360,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:3057(__str__)
1440,0.002,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\inspect.py:2489(__init__)
1734,0.002,0.000,0.023,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1459(__lt__)
2070,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\add.py:876(_eval_subs)
2288,0.001,0.000,0.004,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\event.py:227(notify)
688,0.001,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
640,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\functions\elementary\exponential.py:207(__instancecheck__)
6589,0.001,0.000,0.001,0.000,{method 'startswith' of 'str' objects}
1348,0.001,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\sympify.py:58(_is_numpy_instance)
1287,0.001,0.000,0.025,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:898(F_vol)
2996,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:454(to_float)
1905,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\exprtools.py:212(decompose_power)
2288,0.001,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\event.py:193(broadcast)
4001,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\logic.py:92(fuzzy_bool)
690,0.001,0.000,0.146,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\printer.py:340(_as_ordered_terms)
6186,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\basic.py:687(func)
438,0.001,0.000,0.021,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:1309(args_cnc)
409/310,0.001,0.000,0.030,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\assumptions.py:472(_ask)
2256,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\core.py:73(__cmp__)
1298,0.001,0.000,0.018,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\printing\precedence.py:79(precedence_Float)
2288,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\event.py:84(__init__)
25,0.001,0.000,0.026,0.001,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_waste_stream.py:936(mix_from)
1122/569,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\expr.py:405(is_number)
135,0.001,0.000,0.047,0.000,C:\Users\joy_c\Dropbox\PhD\Research\QSD\codes_developing\QSDsan\qsdsan\_component.py:591(get_missing_properties)
360,0.001,0.000,0.024,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\base\functor.py:30(display_asfunctor)
1905,0.001,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:626(mpf_lt)
6785,0.001,0.000,0.002,0.000,{method 'add' of 'set' objects}
126,0.001,0.000,0.010,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\mixture\ideal_mixture_model.py:56(<listcomp>)
1905,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:574(mpf_cmp)
1498,0.001,0.000,0.001,0.000,{method 'update' of 'set' objects}
902,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libintmath.py:131(bin_to_radix)
10,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\textwrap.py:233(_wrap_chunks)
1144,0.001,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\event.py:374(start_event)
1144,0.001,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\numba\core\event.py:388(end_event)
1446,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\compatibility.py:476(_node_count)
565,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\linalg\blas.py:383(getter)
79,0.001,0.000,0.001,0.000,{method 'argmax' of 'numpy.ndarray' objects}
618,0.001,0.000,0.008,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\scipy\integrate\_ivp\common.py:59(norm)
902,0.001,0.000,0.002,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:59(prec_to_dps)
1747,0.001,0.000,0.005,0.000,{method 'all' of 'numpy.ndarray' objects}
929/922,0.001,0.000,0.009,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2210(__mul__)
1807,0.001,0.000,0.005,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\mul.py:2039(<lambda>)
2282,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\mpmath\libmp\libmpf.py:663(mpf_neg)
10,0.001,0.000,0.001,0.000,{method 'split' of 're.Pattern' objects}
1716,0.001,0.000,0.003,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:2086(_as_mpf_val)
3435,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\numbers.py:1212(_hashable_content)
1558,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\random.py:250(_randbelow_with_getrandbits)
2165,0.001,0.000,0.001,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\sympy\core\sympify.py:14(__init__)
1227,0.001,0.000,0.018,0.000,C:\Users\joy_c\Anaconda3\envs\dev\lib\site-packages\thermosteam\_stream.py:1021(V)
