	Time	Q_in	S_I	S_S	X_I	X_S	X_BH	X_BA	X_P	S_O	S_NO	S_NH	S_ND	X_ND	S_ALK
65	0.64270483	121014.957	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.207932858	0.01	45.084	9.7104	14.5656	30
66	0.65416696	120793.7612	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.190333701	0.01	45.084	9.7104	14.5656	30
67	0.66156619	120236.8443	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.195599716	0.01	45.084	9.7104	14.5656	30
68	0.67320983	117561.4619	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.205293527	0.01	45.084	9.7104	14.5656	30
69	0.68323598	118118.3424	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.284303502	0.01	45.084	9.7104	14.5656	30
70	0.69162118	90423.99314	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.403959837	0.01	45.084	9.7104	14.5656	30
71	0.70127509	44601.75771	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.541138627	0.01	45.084	9.7104	14.5656	30
72	0.71173744	41322.6744	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.684848283	0.01	45.084	9.7104	14.5656	30
73	0.72060567	41344.27764	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.851578374	0.01	45.084	9.7104	14.5656	30
74	0.7301143	41597.58111	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	1.032341796	0.01	45.084	9.7104	14.5656	30
75	0.74065819	38258.71599	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	1.242852551	0.01	45.084	9.7104	14.5656	30
76	0.75009415	42249.51688	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	1.470151108	0.01	46.852	10.0912	15.1368	30
77	0.76014773	42536.17351	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	1.945784293	0.01	46.852	10.0912	15.1368	30
78	0.77031997	38333.56616	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	1.991576779	0.01	46.852	10.0912	15.1368	30
79	0.78032414	44868.87818	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	2.075497	0.01	46.852	10.0912	15.1368	30
80	0.79050189	40777.43108	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	1.832830453	0.01	46.852	10.0912	15.1368	30
81	0.80088808	36764.41424	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.763570995	0.01	47.294	10.1864	15.2796	30
82	0.81083555	36489.37335	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.524952991	0.01	47.294	10.1864	15.2796	30
83	0.82014977	36134.11954	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.484174334	0.01	47.294	10.1864	15.2796	30
84	0.83232132	39754.97752	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.01982161	0.01	47.294	10.1864	15.2796	30
85	0.84064723	45515.02492	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.851474668	0.01	45.526	9.8056	14.7084	30
86	0.85243457	44673.40901	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.774448118	0.01	45.526	9.8056	14.7084	30
87	0.86454583	44409.06538	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.719846064	0.01	45.526	9.8056	14.7084	30
88	0.87129655	43669.84525	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.647495623	0.01	45.526	9.8056	14.7084	30
89	0.88410763	42981.87227	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.501581653	0.01	44.2	9.52	14.28	30
90	0.89385275	43258.36431	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.470904471	0.01	44.2	9.52	14.28	30
91	0.90055963	41447.33817	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.46714633	0.01	44.2	9.52	14.28	30
92	0.91108324	38943.48018	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.439429545	0.01	44.2	9.52	14.28	30
93	0.92187542	38344.56763	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.378584427	0.01	43.316	9.3296	13.9944	30
94	0.93096131	40342.72932	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.354484596	0.01	43.316	9.3296	13.9944	30
95	0.94561874	45738.36681	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.342480217	0.01	43.316	9.3296	13.9944	30
96	0.95407207	46109.34599	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.324952005	0.01	43.316	9.3296	13.9944	30
97	0.96378914	45417.5131	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.328822089	0.01	43.316	9.3296	13.9944	30
98	0.97326315	43048.31415	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.328572607	0.01	43.316	9.3296	13.9944	30
99	0.98016767	40609.65488	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.313174944	0.01	43.316	9.3296	13.9944	30
100	0.99050307	39850.84251	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.307581325	0.01	43.316	9.3296	13.9944	30
101	1.0003557	44173.29504	73.695	221.085	17.728	88.74	11.832	0.01	0.01	0.323511704	0.01	44.2	9.52	14.28	30
102	1.0104154	45297.73973	73.695	221.085	17.728	88.74	11.832	0.01	0.01	0.311577343	0.01	44.2	9.52	14.28	30
103	1.0201088	45706.3481	73.695	221.085	17.728	88.74	11.832	0.01	0.01	0.299318055	0.01	44.2	9.52	14.28	30
104	1.0317863	44861.0238	73.695	221.085	17.728	88.74	11.832	0.01	0.01	0.302562225	0.01	44.2	9.52	14.28	30
105	1.0404184	44159.38053	73.695	221.085	17.728	88.74	11.832	0.01	0.01	0.298650804	0.01	44.2	9.52	14.28	30
106	1.0518522	47047.98769	72.25	216.75	17.38	87	11.6	0.01	0.01	0.322369712	0.01	43.758	9.4248	14.1372	30
107	1.0613857	49820.86506	72.25	216.75	17.38	87	11.6	0.01	0.01	0.307754516	0.01	43.758	9.4248	14.1372	30
108	1.0728198	43888.6981	72.25	216.75	17.38	87	11.6	0.01	0.01	0.286949372	0.01	43.758	9.4248	14.1372	30
109	1.0804536	47745.84046	72.25	216.75	17.38	87	11.6	0.01	0.01	0.263750666	0.01	43.758	9.4248	14.1372	30
110	1.0918676	48715.71223	70.0825	210.2475	16.858	84.39	11.252	0.01	0.01	0.247881199	0.01	43.316	9.3296	13.9944	30
111	1.1030871	48183.09211	70.0825	210.2475	16.858	84.39	11.252	0.01	0.01	0.24860213	0.01	43.316	9.3296	13.9944	30
112	1.1107523	56679.93582	70.0825	210.2475	16.858	84.39	11.252	0.01	0.01	0.252317181	0.01	43.316	9.3296	13.9944	30
113	1.1223412	47193.68748	70.0825	210.2475	16.858	84.39	11.252	0.01	0.01	0.252519095	0.01	43.316	9.3296	13.9944	30
114	1.1312486	43928.65306	67.915	203.745	16.336	81.78	10.904	0.01	0.01	0.250245331	0.01	43.758	9.4248	14.1372	30
115	1.1434261	42966.08621	67.915	203.745	16.336	81.78	10.904	0.01	0.01	0.271421156	0.01	43.758	9.4248	14.1372	30
116	1.1522821	36799.74899	67.915	203.745	16.336	81.78	10.904	0.01	0.01	0.256596667	0.01	43.758	9.4248	14.1372	30
117	1.1604051	36489.75191	67.915	203.745	16.336	81.78	10.904	0.01	0.01	0.241443078	0.01	43.758	9.4248	14.1372	30
118	1.171	40927.093	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.226088468	0.01	42.874	9.2344	13.8516	30
119	1.1822375	40142.79349	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.221458747	0.01	42.874	9.2344	13.8516	30
120	1.1921616	41952.79861	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.227562771	0.01	42.874	9.2344	13.8516	30
121	1.2020729	42936.29905	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.208797589	0.01	42.874	9.2344	13.8516	30
122	1.2116072	39198.10761	60.69	182.07	14.596	73.08	9.744	0.01	0.01	0.197893162	0.01	41.548	8.9488	13.4232	30
123	1.222147	37694.98575	60.69	182.07	14.596	73.08	9.744	0.01	0.01	0.215800063	0.01	41.548	8.9488	13.4232	30
124	1.2300686	38910.51183	60.69	182.07	14.596	73.08	9.744	0.01	0.01	0.232658372	0.01	41.548	8.9488	13.4232	30
125	1.2406047	38198.01863	60.69	182.07	14.596	73.08	9.744	0.01	0.01	0.22346879	0.01	41.548	8.9488	13.4232	30
126	1.2501197	40928.4599	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.231715219	0.01	40.664	8.7584	13.1376	30
127	1.2603456	46782.91581	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.204903058	0.01	40.664	8.7584	13.1376	30
128	1.2705547	39792.56167	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.203411188	0.01	40.664	8.7584	13.1376	30
129	1.2802416	45020.68394	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.235012915	0.01	40.664	8.7584	13.1376	30
130	1.2904441	43155.01415	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.229386606	0.01	40.664	8.7584	13.1376	30
131	1.3000951	43402.28324	55.6325	166.8975	13.378	66.99	8.932	0.01	0.01	0.234774386	0.01	39.338	8.4728	12.7092	30
132	1.3123985	42242.33039	55.6325	166.8975	13.378	66.99	8.932	0.01	0.01	0.186963776	0.01	39.338	8.4728	12.7092	30
133	1.3203112	42133.50818	55.6325	166.8975	13.378	66.99	8.932	0.01	0.01	0.212297967	0.01	39.338	8.4728	12.7092	30
134	1.3311845	43422.5681	55.6325	166.8975	13.378	66.99	8.932	0.01	0.01	0.198550069	0.01	39.338	8.4728	12.7092	30
135	1.3425701	42412.59727	54.91	164.73	13.204	66.12	8.816	0.01	0.01	0.200704691	0.01	38.454	8.2824	12.4236	30
136	1.3540711	41787.9143	54.91	164.73	13.204	66.12	8.816	0.01	0.01	0.214724095	0.01	38.454	8.2824	12.4236	30
137	1.3607618	44806.93728	54.91	164.73	13.204	66.12	8.816	0.01	0.01	0.201624339	0.01	38.454	8.2824	12.4236	30
138	1.3716342	44931.87441	54.91	164.73	13.204	66.12	8.816	0.01	0.01	0.181131949	0.01	38.454	8.2824	12.4236	30
139	1.3812786	43293.48667	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.183063615	0.01	40.222	8.6632	12.9948	30
140	1.3937442	44236.68794	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.198693219	0.01	40.222	8.6632	12.9948	30
141	1.4015883	44207.4253	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.193015905	0.01	40.222	8.6632	12.9948	30
142	1.412562	44469.36352	57.8	173.4	13.9	69.6	9.28	0.01	0.01	0.203136594	0.01	40.222	8.6632	12.9948	30
143	1.4216149	47021.72079	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.208479514	0.01	45.084	9.7104	14.5656	30
144	1.4330354	46968.80143	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.215810204	0.01	45.084	9.7104	14.5656	30
145	1.4401152	46698.90276	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.225833532	0.01	45.084	9.7104	14.5656	30
146	1.4520293	48949.78594	64.3025	192.9075	15.466	77.43	10.324	0.01	0.01	0.219628954	0.01	45.084	9.7104	14.5656	30
147	1.4614144	49676.13777	72.25	216.75	17.38	87	11.6	0.01	0.01	0.214891783	0.01	48.178	10.3768	15.5652	30
148	1.4702807	58501.84956	72.25	216.75	17.38	87	11.6	0.01	0.01	0.22615366	0.01	48.178	10.3768	15.5652	30
149	1.4800415	47909.24932	72.25	216.75	17.38	87	11.6	0.01	0.01	0.231661256	0.01	48.178	10.3768	15.5652	30
150	1.4902484	42708.62591	72.25	216.75	17.38	87	11.6	0.01	0.01	0.223427076	0.01	48.178	10.3768	15.5652	30
151	1.5000009	46511.50051	79.475	238.425	19.12	95.7	12.76	0.01	0.01	0.253061774	0.01	49.946	10.7576	16.1364	30
152	1.5102889	42761.78914	79.475	238.425	19.12	95.7	12.76	0.01	0.01	0.246823915	0.01	49.946	10.7576	16.1364	30
153	1.5206212	40274.10685	79.475	238.425	19.12	95.7	12.76	0.01	0.01	0.277428634	0.01	49.946	10.7576	16.1364	30
154	1.5302241	43354.38013	79.475	238.425	19.12	95.7	12.76	0.01	0.01	0.29684394	0.01	49.946	10.7576	16.1364	30
155	1.5413674	43305.58265	79.475	238.425	19.12	95.7	12.76	0.01	0.01	0.33111381	0.01	49.946	10.7576	16.1364	30
156	1.5503481	41569.58291	83.0875	249.2625	19.99	100.05	13.34	0.01	0.01	0.395084937	0.01	48.62	10.472	15.708	30
157	1.5605546	38838.04061	83.0875	249.2625	19.99	100.05	13.34	0.01	0.01	0.543271063	0.01	48.62	10.472	15.708	30
158	1.5716824	37667.0539	83.0875	249.2625	19.99	100.05	13.34	0.01	0.01	0.531375723	0.01	48.62	10.472	15.708	30
159	1.5804516	36366.40275	83.0875	249.2625	19.99	100.05	13.34	0.01	0.01	0.497205064	0.01	48.62	10.472	15.708	30
160	1.5915719	41798.28676	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.539191568	0.01	45.968	9.9008	14.8512	30
161	1.602307	40051.59009	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.506126931	0.01	45.968	9.9008	14.8512	30
162	1.610196	41686.67334	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.49088308	0.01	45.968	9.9008	14.8512	30
163	1.621226	43848.03153	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.418567034	0.01	45.968	9.9008	14.8512	30
164	1.6306827	44488.69316	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.351168167	0.01	45.084	9.7104	14.5656	30
165	1.6417103	43003.88458	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.320082529	0.01	45.084	9.7104	14.5656	30
166	1.6532128	43443.93992	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.299442722	0.01	45.084	9.7104	14.5656	30
167	1.6635585	44164.24537	85.255	255.765	20.512	102.66	13.688	0.01	0.01	0.307687241	0.01	45.084	9.7104	14.5656	30
168	1.6726566	43722.53696	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.323680282	0.01	45.084	9.7104	14.5656	30
169	1.6833076	44148.58592	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.332758349	0.01	45.084	9.7104	14.5656	30
170	1.6960052	44842.06218	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.30260274	0.01	45.084	9.7104	14.5656	30
171	1.7024978	42784.94123	84.5325	253.5975	20.338	101.79	13.572	0.01	0.01	0.294046593	0.01	45.084	9.7104	14.5656	30
172	1.7115706	40974.35234	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.291367592	0.01	45.084	9.7104	14.5656	30
173	1.7200245	42955.07543	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.289855589	0.01	45.084	9.7104	14.5656	30
174	1.7303068	43883.13436	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.294129036	0.01	45.084	9.7104	14.5656	30
175	1.7403055	47102.41231	81.6425	244.9275	19.642	98.31	13.108	0.01	0.01	0.317115306	0.01	45.084	9.7104	14.5656	30
176	1.7501397	46509.70276	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	0.325130075	0.01	46.852	10.0912	15.1368	30
177	1.760189	55565.55261	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	0.339179748	0.01	46.852	10.0912	15.1368	30
178	1.7706605	47846.07487	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	0.357898771	0.01	46.852	10.0912	15.1368	30
179	1.7800669	48417.26944	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	0.299093429	0.01	46.852	10.0912	15.1368	30
180	1.7903264	44302.87145	78.7525	236.2575	18.946	94.83	12.644	0.01	0.01	0.290751219	0.01	46.852	10.0912	15.1368	30
181	1.8000163	46876.62006	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.28546658	0.01	47.294	10.1864	15.2796	30
182	1.8117812	53864.04451	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.270870167	0.01	47.294	10.1864	15.2796	30
183	1.8218622	45128.84491	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.269890708	0.01	47.294	10.1864	15.2796	30
184	1.8306564	52293.83983	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.252886626	0.01	47.294	10.1864	15.2796	30
185	1.8416785	56958.19023	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.276225482	0.01	45.526	9.8056	14.7084	30
186	1.8500302	59093.57591	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.323055851	0.01	45.526	9.8056	14.7084	30
187	1.8632615	60080.59862	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.44697949	0.01	45.526	9.8056	14.7084	30
188	1.8735322	57393.366	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.563692456	0.01	45.526	9.8056	14.7084	30
189	1.8814227	55496.87884	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.660220068	0.01	44.2	9.52	14.28	30
190	1.8909821	55737.83413	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.781550503	0.01	44.2	9.52	14.28	30
191	1.9012447	50299.47983	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	0.967407141	0.01	44.2	9.52	14.28	30
192	1.9130913	42956.43971	75.8625	227.5875	18.25	91.35	12.18	0.01	0.01	1.225685673	0.01	44.2	9.52	14.28	30
193	1.9212642	42437.40873	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.342414963	0.01	43.316	9.3296	13.9944	30
194	1.9315591	40781.58897	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.335144568	0.01	43.316	9.3296	13.9944	30
195	1.9415265	40523.63046	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.219729291	0.01	43.316	9.3296	13.9944	30
196	1.9500239	50702.54446	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	1.120194246	0.01	43.316	9.3296	13.9944	30
197	1.9600825	83128.49351	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.923657597	0.01	43.316	9.3296	13.9944	30
198	1.972786	117962.6126	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.730535651	0.01	43.316	9.3296	13.9944	30
199	1.9815753	121699.3735	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.644911742	0.01	43.316	9.3296	13.9944	30
200	1.9909254	122268.2403	77.3075	231.9225	18.598	93.09	12.412	0.01	0.01	0.553915552	0.01	43.316	9.3296	13.9944	30
