	Time	Q_in	S_I	S_S	X_I	X_S	X_BH	X_BA	X_P	S_O	S_NO	S_NH	S_ND	X_ND	S_ALK
152	1.5103563	42738.445	81.58333333	244.75	18.68	93.5	12.46666667	0.01	0.01	0.01	0.01	51.415	11.074	16.611	30
153	1.5204182	40321.93	81.58333333	244.75	18.68	93.5	12.46666667	0.01	0.01	0.01	0.01	51.415	11.074	16.611	30
154	1.5300237	43287.693	81.58333333	244.75	18.68	93.5	12.46666667	0.01	0.01	0.01	0.01	51.415	11.074	16.611	30
155	1.5406363	43333.941	81.58333333	244.75	18.68	93.5	12.46666667	0.01	0.01	0.01	0.01	51.415	11.074	16.611	30
156	1.5501581	41606.909	85.29166667	255.875	19.53	97.75	13.03333333	0.01	0.01	0.01	0.01	50.05	10.78	16.17	30
157	1.5617094	38512.585	85.29166667	255.875	19.53	97.75	13.03333333	0.01	0.01	0.01	0.01	50.05	10.78	16.17	30
158	1.572524	37610.187	85.29166667	255.875	19.53	97.75	13.03333333	0.01	0.01	0.01	0.01	50.05	10.78	16.17	30
159	1.5815389	36190.444	85.29166667	255.875	19.53	97.75	13.03333333	0.01	0.01	0.01	0.01	50.05	10.78	16.17	30
160	1.591999	42104.417	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	47.32	10.192	15.288	30
161	1.6016916	40290.303	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	47.32	10.192	15.288	30
162	1.6125677	42613.254	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	47.32	10.192	15.288	30
163	1.6203579	43789.484	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	47.32	10.192	15.288	30
164	1.6342547	44730.93	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
165	1.6404932	43353.189	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
166	1.6509175	42939.427	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
167	1.6629758	44160.067	87.51666667	262.55	20.04	100.3	13.37333333	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
168	1.6738908	43626.846	86.775	260.325	19.87	99.45	13.26	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
169	1.6834932	44171.673	86.775	260.325	19.87	99.45	13.26	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
170	1.6952751	44826.939	86.775	260.325	19.87	99.45	13.26	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
171	1.7021694	42935.508	86.775	260.325	19.87	99.45	13.26	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
172	1.7116646	40999.938	83.80833333	251.425	19.19	96.05	12.80666667	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
173	1.7202402	42967.455	83.80833333	251.425	19.19	96.05	12.80666667	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
174	1.7300021	43774.659	83.80833333	251.425	19.19	96.05	12.80666667	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
175	1.7405164	47086.558	83.80833333	251.425	19.19	96.05	12.80666667	0.01	0.01	0.01	0.01	46.41	9.996	14.994	30
176	1.750258	46616.276	80.84166667	242.525	18.51	92.65	12.35333333	0.01	0.01	0.01	0.01	48.23	10.388	15.582	30
177	1.760165	55541.019	80.84166667	242.525	18.51	92.65	12.35333333	0.01	0.01	0.01	0.01	48.23	10.388	15.582	30
178	1.770073	48298.34	80.84166667	242.525	18.51	92.65	12.35333333	0.01	0.01	0.01	0.01	48.23	10.388	15.582	30
179	1.7801049	48420.197	80.84166667	242.525	18.51	92.65	12.35333333	0.01	0.01	0.01	0.01	48.23	10.388	15.582	30
180	1.7904289	44256.732	80.84166667	242.525	18.51	92.65	12.35333333	0.01	0.01	0.01	0.01	48.23	10.388	15.582	30
181	1.8003528	47006.234	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	48.685	10.486	15.729	30
182	1.8107295	53192.383	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	48.685	10.486	15.729	30
183	1.8216982	45292.777	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	48.685	10.486	15.729	30
184	1.8308476	52498.241	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	48.685	10.486	15.729	30
185	1.8428287	57210.216	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	46.865	10.094	15.141	30
186	1.8518961	59592.5	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	46.865	10.094	15.141	30
187	1.8636022	60076.046	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	46.865	10.094	15.141	30
188	1.8721637	57801.348	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	46.865	10.094	15.141	30
189	1.8833714	55054.933	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
190	1.8907088	55681.474	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
191	1.9018633	49561.733	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
192	1.9134604	42882.073	77.875	233.625	17.83	89.25	11.9	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
193	1.920679	42411.163	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
194	1.9329797	40172.676	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
195	1.9406646	40033.741	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
196	1.9503006	51557.273	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
197	1.9618513	89803.463	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
198	1.9711945	117108.33	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
199	1.980281	121530.59	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
200	1.9900794	122565.5	79.35833333	238.075	18.17	90.95	12.12666667	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
201	2.0001748	119105.23	75.65	226.95	17.32	86.7	11.56	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
202	2.01001	121217.49	75.65	226.95	17.32	86.7	11.56	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
203	2.0205906	116931.11	75.65	226.95	17.32	86.7	11.56	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
204	2.0301955	121502.71	75.65	226.95	17.32	86.7	11.56	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
205	2.040625	115145.3	75.65	226.95	17.32	86.7	11.56	0.01	0.01	0.01	0.01	45.5	9.8	14.7	30
206	2.0501823	114301.75	74.16666667	222.5	16.98	85	11.33333333	0.01	0.01	0.01	0.01	45.045	9.702	14.553	30
207	2.0606152	71692.979	74.16666667	222.5	16.98	85	11.33333333	0.01	0.01	0.01	0.01	45.045	9.702	14.553	30
208	2.0728019	41705.717	74.16666667	222.5	16.98	85	11.33333333	0.01	0.01	0.01	0.01	45.045	9.702	14.553	30
209	2.0815779	39250.372	74.16666667	222.5	16.98	85	11.33333333	0.01	0.01	0.01	0.01	45.045	9.702	14.553	30
210	2.0907465	38923.965	71.94166667	215.825	16.47	82.45	10.99333333	0.01	0.01	0.01	0.01	44.59	9.604	14.406	30
